RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Sat Sep 14 00:57:47 2019
elapsed time: 7.7e-08s
Source: Wf:00:00:00:00:00 | Message ID: 1 | Time generated: 0.100000 | Time received: 4.428453 |End 
Source: Wf:00:00:00:00:00 | Message ID: 2 | Time generated: 0.101000 | Time received: 4.442293 |End 
Source: Wf:00:00:00:00:00 | Message ID: 3 | Time generated: 0.102000 | Time received: 4.456133 |End 
Source: Wf:00:00:00:00:00 | Message ID: 4 | Time generated: 0.103000 | Time received: 4.469973 |End 
Source: Wf:00:00:00:00:00 | Message ID: 5 | Time generated: 0.104000 | Time received: 4.483813 |End 
Source: Wf:00:00:00:00:00 | Message ID: 6 | Time generated: 0.105000 | Time received: 4.497653 |End 
Source: Wf:00:00:00:00:00 | Message ID: 7 | Time generated: 0.106000 | Time received: 4.511493 |End 
Source: Wf:00:00:00:00:00 | Message ID: 8 | Time generated: 0.107000 | Time received: 4.525333 |End 
Source: Wf:00:00:00:00:00 | Message ID: 9 | Time generated: 0.108000 | Time received: 4.539173 |End 
Source: Wf:00:00:00:00:00 | Message ID: 11 | Time generated: 0.110000 | Time received: 4.566853 |End 
Source: Wf:00:00:00:00:00 | Message ID: 12 | Time generated: 0.111000 | Time received: 4.580693 |End 
Source: Wf:00:00:00:00:00 | Message ID: 13 | Time generated: 0.112000 | Time received: 4.594533 |End 
Source: Wf:00:00:00:00:00 | Message ID: 14 | Time generated: 0.113000 | Time received: 4.608373 |End 
Source: Wf:00:00:00:00:00 | Message ID: 15 | Time generated: 0.114000 | Time received: 4.622213 |End 
Source: Wf:00:00:00:00:00 | Message ID: 17 | Time generated: 0.116000 | Time received: 4.636053 |End 
Source: Wf:00:00:00:00:00 | Message ID: 18 | Time generated: 0.117000 | Time received: 4.649893 |End 
Source: Wf:00:00:00:00:00 | Message ID: 19 | Time generated: 0.118000 | Time received: 4.663733 |End 
Source: Wf:00:00:00:00:00 | Message ID: 20 | Time generated: 0.119000 | Time received: 4.677573 |End 
Source: Wf:00:00:00:00:00 | Message ID: 21 | Time generated: 0.120000 | Time received: 4.691413 |End 
Source: Wf:00:00:00:00:00 | Message ID: 22 | Time generated: 0.121000 | Time received: 4.705253 |End 
Source: Wf:00:00:00:00:00 | Message ID: 23 | Time generated: 0.122000 | Time received: 4.719093 |End 
Source: Wf:00:00:00:00:00 | Message ID: 24 | Time generated: 0.123000 | Time received: 4.732933 |End 
Source: Wf:00:00:00:00:00 | Message ID: 25 | Time generated: 0.124000 | Time received: 4.746773 |End 
Source: Wf:00:00:00:00:00 | Message ID: 26 | Time generated: 0.125000 | Time received: 4.760613 |End 
Source: Wf:00:00:00:00:00 | Message ID: 27 | Time generated: 0.126000 | Time received: 4.774453 |End 
Source: Wf:00:00:00:00:00 | Message ID: 28 | Time generated: 0.127000 | Time received: 4.788293 |End 
Source: Wf:00:00:00:00:00 | Message ID: 30 | Time generated: 0.129000 | Time received: 4.802133 |End 
Source: Wf:00:00:00:00:00 | Message ID: 31 | Time generated: 0.130000 | Time received: 4.815973 |End 
Source: Wf:00:00:00:00:00 | Message ID: 32 | Time generated: 0.131000 | Time received: 4.829813 |End 
Source: Wf:00:00:00:00:00 | Message ID: 33 | Time generated: 0.132000 | Time received: 4.843653 |End 
Source: Wf:00:00:00:00:00 | Message ID: 34 | Time generated: 0.133000 | Time received: 4.857493 |End 
Source: Wf:00:00:00:00:00 | Message ID: 35 | Time generated: 0.134000 | Time received: 4.871333 |End 
Source: Wf:00:00:00:00:00 | Message ID: 36 | Time generated: 0.135000 | Time received: 4.885173 |End 
Source: Wf:00:00:00:00:00 | Message ID: 37 | Time generated: 0.136000 | Time received: 4.899013 |End 
Source: Wf:00:00:00:00:00 | Message ID: 38 | Time generated: 0.137000 | Time received: 4.912853 |End 
Source: Wf:00:00:00:00:00 | Message ID: 39 | Time generated: 0.138000 | Time received: 4.926693 |End 
Source: Wf:00:00:00:00:00 | Message ID: 41 | Time generated: 0.140000 | Time received: 4.954373 |End 
Source: Wf:00:00:00:00:00 | Message ID: 42 | Time generated: 0.141000 | Time received: 4.968213 |End 
Source: Wf:00:00:00:00:00 | Message ID: 43 | Time generated: 0.142000 | Time received: 4.982053 |End 
Source: Wf:00:00:00:00:00 | Message ID: 44 | Time generated: 0.143000 | Time received: 4.995893 |End 
Source: Wf:00:00:00:00:00 | Message ID: 45 | Time generated: 0.144000 | Time received: 5.009733 |End 
Source: Wf:00:00:00:00:00 | Message ID: 46 | Time generated: 0.145000 | Time received: 5.023573 |End 
Source: Wf:00:00:00:00:00 | Message ID: 48 | Time generated: 0.147000 | Time received: 5.051253 |End 
Source: Wf:00:00:00:00:00 | Message ID: 49 | Time generated: 0.148000 | Time received: 5.065093 |End 
Source: Wf:00:00:00:00:00 | Message ID: 50 | Time generated: 0.149000 | Time received: 5.078933 |End 
Source: Wf:00:00:00:00:00 | Message ID: 51 | Time generated: 0.150000 | Time received: 5.092773 |End 
Source: Wf:00:00:00:00:00 | Message ID: 52 | Time generated: 0.151000 | Time received: 5.106613 |End 
Source: Wf:00:00:00:00:00 | Message ID: 53 | Time generated: 0.152000 | Time received: 5.120453 |End 
Source: Wf:00:00:00:00:00 | Message ID: 54 | Time generated: 0.153000 | Time received: 5.134293 |End 
Source: Wf:00:00:00:00:00 | Message ID: 55 | Time generated: 0.154000 | Time received: 5.148133 |End 
Source: Wf:00:00:00:00:00 | Message ID: 56 | Time generated: 0.155000 | Time received: 5.161973 |End 
Source: Wf:00:00:00:00:00 | Message ID: 57 | Time generated: 0.156000 | Time received: 5.175813 |End 
Source: Wf:00:00:00:00:00 | Message ID: 58 | Time generated: 0.157000 | Time received: 5.189653 |End 
Source: Wf:00:00:00:00:00 | Message ID: 59 | Time generated: 0.158000 | Time received: 5.203493 |End 
Source: Wf:00:00:00:00:00 | Message ID: 60 | Time generated: 0.159000 | Time received: 5.217333 |End 
Source: Wf:00:00:00:00:00 | Message ID: 61 | Time generated: 0.160000 | Time received: 5.231173 |End 
Source: Wf:00:00:00:00:00 | Message ID: 62 | Time generated: 0.161000 | Time received: 5.245013 |End 
Source: Wf:00:00:00:00:00 | Message ID: 63 | Time generated: 0.162000 | Time received: 5.258853 |End 
Source: Wf:00:00:00:00:00 | Message ID: 64 | Time generated: 0.163000 | Time received: 5.272693 |End 
Source: Wf:00:00:00:00:00 | Message ID: 65 | Time generated: 0.164000 | Time received: 5.286533 |End 
Source: Wf:00:00:00:00:00 | Message ID: 66 | Time generated: 0.165000 | Time received: 5.300373 |End 
Source: Wf:00:00:00:00:00 | Message ID: 67 | Time generated: 0.166000 | Time received: 5.314213 |End 
Source: Wf:00:00:00:00:00 | Message ID: 68 | Time generated: 0.167000 | Time received: 5.328053 |End 
Source: Wf:00:00:00:00:00 | Message ID: 69 | Time generated: 0.168000 | Time received: 5.341893 |End 
Source: Wf:00:00:00:00:00 | Message ID: 70 | Time generated: 0.169000 | Time received: 5.355733 |End 
Source: Wf:00:00:00:00:00 | Message ID: 72 | Time generated: 0.171000 | Time received: 5.383413 |End 
Source: Wf:00:00:00:00:00 | Message ID: 73 | Time generated: 0.172000 | Time received: 5.397253 |End 
Source: Wf:00:00:00:00:00 | Message ID: 74 | Time generated: 0.173000 | Time received: 5.411093 |End 
Source: Wf:00:00:00:00:00 | Message ID: 75 | Time generated: 0.174000 | Time received: 5.424933 |End 
Source: Wf:00:00:00:00:00 | Message ID: 76 | Time generated: 0.175000 | Time received: 5.438773 |End 
Source: Wf:00:00:00:00:00 | Message ID: 77 | Time generated: 0.176000 | Time received: 5.452613 |End 
Source: Wf:00:00:00:00:00 | Message ID: 78 | Time generated: 0.177000 | Time received: 5.466453 |End 
Source: Wf:00:00:00:00:00 | Message ID: 79 | Time generated: 0.178000 | Time received: 5.480293 |End 
Source: Wf:00:00:00:00:00 | Message ID: 80 | Time generated: 0.179000 | Time received: 5.494133 |End 
Source: Wf:00:00:00:00:00 | Message ID: 81 | Time generated: 0.180000 | Time received: 5.507973 |End 
Source: Wf:00:00:00:00:00 | Message ID: 82 | Time generated: 0.181000 | Time received: 5.521813 |End 
Source: Wf:00:00:00:00:00 | Message ID: 83 | Time generated: 0.182000 | Time received: 5.535653 |End 
